,smiles,chembl_id,pIC50
2573,CC(=O)N1CCC[C@H]1[C@@H](NC(=O)N1CCc2cnc(NC(C)C)nc2C1)c1ccc(Cl)c(F)c1,CHEMBL3977524,6.709742730605482
2574,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)NCc1ccc(Cl)c(Cl)c1)CC2,CHEMBL3910497,8.67778070526608
2575,CC(C)Nc1ncc2c(n1)CN(C(=O)NC1(c3ccc(Cl)c(Cl)c3)CCNCC1)CC2,CHEMBL3932007,8.42021640338319
2576,CC(C)Nc1ncc2c(n1)CN(C(=O)NC(CCC#N)c1ccc(Cl)c(Cl)c1)CC2,CHEMBL3900510,8.657577319177793
2577,CS(=O)(=O)CCC(NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(Cl)c(Cl)c1,CHEMBL3923055,8.585026652029182
2578,CC(NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc2cc[nH]c2c1,CHEMBL3895078,8.568636235841012
2579,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)NCc1cnc(C(F)(F)F)nc1)CC2,CHEMBL3946349,7.032920265855503
2580,O=C(NCc1cc2ccccc2[nH]1)N1CCc2cnc(NC3CCOCC3)nc2C1,CHEMBL3895954,7.634512015109101
2581,CC(C)Nc1ncc2c(n1)CN(C(=O)NC(CCN)c1ccc(C(F)(F)F)cc1)CC2,CHEMBL3937485,8.744727494896694
2582,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@@H]1CN(C)C[C@H]1c1ccc(C(F)(F)F)c(F)c1)CC2,CHEMBL3909547,8.795880017344075
2583,CN1CC(NC(=O)N2CCc3cnc(NC4CCOCC4)nc3C2)[C@H](c2ccc(Cl)c(F)c2)C1,CHEMBL3967253,8.638272163982407
2584,O=C(N1CCc2cnc(NC3CCOCC3)nc2C1)N1CCC[C@H]1c1ccccc1,CHEMBL3933990,6.909741947068683
2585,O=C(N1CCc2cnc(NC3CCOCC3)nc2C1)N1CCCC1c1ccc(F)cc1,CHEMBL3933522,7.690369832574101
2586,O=C(N1CCc2cnc(NC3CCOCC3)nc2C1)N1CCCC1c1nccs1,CHEMBL3919801,6.579054594078028
2587,O=C(N1CCc2cnc(NC3CCOCC3)nc2C1)N1CCNCC1c1ccccc1,CHEMBL3975431,6.964570261815451
2588,O=C(N[C@@H](c1ccc(Cl)c(F)c1)[C@@H]1CNCCO1)N1CCc2cnc(NC3CCOCC3)nc2C1,CHEMBL3901104,8.638272163982407
2589,C[C@@H](CO)Nc1cc2c(cn1)CCN(C(=O)N[C@H](C)c1ccc(Cl)c(Cl)c1)C2,CHEMBL3917567,8.522878745280337
2590,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@H](CN)c1ccc(F)c(Cl)c1)CC2,CHEMBL3297855,8.721246399047171
2591,Cc1cccc(CCNc2ncc3c(n2)CN(C(=O)N[C@H](CO)c2ccc(F)c(Cl)c2)CC3)n1,CHEMBL4108972,7.214670164989233
2592,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)N1CCc2cnc(N[C@H](CO)Cc3ccccc3)nc2C1,CHEMBL3924607,8.387216143280265
2593,CC(C)Nc1ncc2c(n1)CN(C(=O)CCc1ccc(Cl)cc1Cl)CC2,CHEMBL3898981,6.61261017366127
2594,CNC(=O)C(NC(=O)N1CCc2cnc(NC(C)C)nc2C1)c1ccc(F)c(Cl)c1,CHEMBL3938172,7.062482107982653
2595,Cc1noc(C)c1Nc1ncc2c(n1)CN(C(=O)N[C@H](CO)c1ccc(F)c(Cl)c1)CC2,CHEMBL3298567,7.586700235918748
2596,CNC[C@@H](NC(=O)N1CCc2cnc(Nc3ccc(F)cc3)nc2C1)c1ccc(F)c(Cl)c1,CHEMBL4114377,7.667561540084395
2597,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@@H](c1ccc(F)c(Cl)c1)[C@H](C)O)CC2,CHEMBL3297851,8.490797477668897
2598,COCCNC[C@@H](NC(=O)N1CCc2cnc(NC(C)C)nc2C1)c1ccc(F)c(Cl)c1,CHEMBL4108742,7.8124792791635365
2599,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@H](CNS(C)(=O)=O)c1ccc(F)c(Cl)c1)CC2,CHEMBL3297858,8.148741651280925
2600,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@H](CNc1ncccn1)c1ccc(F)c(Cl)c1)CC2,CHEMBL4114225,8.35359627377693
2601,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@H](CNc1ccncn1)c1ccc(F)c(Cl)c1)CC2,CHEMBL4107526,8.619788758288394
2602,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)N1CCc2cnc(Nc3ccc(Cl)c(F)c3)nc2C1,CHEMBL4109311,6.6777807052660805
2603,O=C(NC1(c2ccc(Cl)cc2)CCNC1)N1CCc2cnc(Nc3ccc(F)cc3)nc2C1,CHEMBL3945407,7.416801226031377
2604,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@H](CCO)c1ccc(C(F)(F)F)c(F)c1)CC2,CHEMBL4112840,8.142667503568731
2605,COCCOC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(F)c(Cl)c1,CHEMBL3954135,7.752026733638194
2606,CC(C)OC[C@@H](NC(=O)N1CCc2cnc(N[C@H]3CC[C@H](O)C3)nc2C1)c1ccc(F)c(Cl)c1,CHEMBL3922968,7.614393726401688
2607,CC(C)Nc1ncc2c(n1)CN(C(=O)N[C@@H](c1ccc(C(F)(F)F)c(F)c1)c1cccc(=O)[nH]1)CC2,CHEMBL3969280,6.841637507904751
2608,CC(C)Nc1ncc2c(n1)CN(C(=O)NC[C@H](c1ccc(C(F)(F)F)c(F)c1)N1CCCC1)CC2,CHEMBL4112204,6.388276691992658
2609,C[C@@H](NC(=O)N1CCc2cnc(N[C@H](CO)Cc3ccccc3)nc2C1)c1ccc(Cl)c(Cl)c1,CHEMBL4114052,8.327902142064282
2610,C[C@@H](NC(=O)N1CCc2cnc(N[C@H]3CCC(F)(F)C3)nc2C1)c1ccc(Cl)c(Cl)c1,CHEMBL4112182,8.63264407897398
2611,Cc1nccc(Nc2ncc3c(n2)CN(C(=O)N[C@H](C)c2ccc(Cl)c(Cl)c2)CC3)n1,CHEMBL4114339,8.161150909262744
2612,C[C@H](Cc1ccc(Cl)cc1)NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1,CHEMBL4111076,8.657577319177793
2613,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)NCc1nc3ccccc3o1)CC2,CHEMBL3979742,7.277366077466188
2614,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@@H]1CNC[C@H]1c1ccc(C(F)(F)F)cc1)CC2,CHEMBL3910034,9.154901959985743
2615,CC(C)Nc1ncc2c(n1)CN(C(=O)NCc1cc3ccccc3[nH]1)CC2,CHEMBL3972109,8.18045606445813
2616,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)NCc1cccc3cc[nH]c13)CC2,CHEMBL3909086,6.386158178123931
2617,O=C(NCc1ccc2cc[nH]c2c1)N1CCc2cnc(NC3CCOCC3)nc2C1,CHEMBL3907666,8.244125144327509
2618,C[C@@H](NC(=O)N1CCc2cnc(NC3CC(=O)N(C)C3)nc2C1)c1ccc(Cl)c(F)c1,CHEMBL4108943,7.696803942579511
2619,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@H]1CNCCO1)N1CCc2cnc(NC3CCOCC3)nc2C1,CHEMBL4110835,8.638272163982407
2620,O=C(N1CCc2cnc(NC3CCOCC3)nc2C1)N1CCCC1c1ccccn1,CHEMBL3945486,7.202732459169283
2621,N#CCN1C[C@@H](NC(=O)N2CCc3cnc(NC4CCOCC4)nc3C2)[C@H](c2ccc(F)c(F)c2)C1,CHEMBL3969711,8.397940008672037
2622,C[C@@H](NC(=O)N1CCc2cnc(NC3CC(F)(F)C3)nc2C1)c1ccc(Cl)c(Cl)c1,CHEMBL4109124,8.1249387366083
2623,O=C(N[C@@H](c1ccc(Cl)c(F)c1)c1nnco1)N1CCc2cnc(NC3CCOCC3)nc2C1,CHEMBL3916390,8.619788758288394
2624,CC1CC(Nc2ncc3c(n2)CN(C(=O)N[C@H](CO)c2ccc(Cl)c(F)c2)CC3)CCO1,CHEMBL4110141,8.621602099051863
2625,C[C@@H](NC(=O)N1CCc2cnc(N[C@H]3C[C@@H](O)C3)nc2C1)c1ccc(Cl)c(Cl)c1,CHEMBL4111664,8.5016894462104
2626,COCCC[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@H](C)c1ccc(Cl)c(Cl)c1)CC2,CHEMBL4109444,8.518557371497694
2627,C[C@@H](Nc1ncc2c(n1)C[C@@H](C(=O)N[C@H](CO)c1ccc(OC(F)F)cc1)CC2)C1CC1,CHEMBL4113361,6.962573502059376
2628,CCCC(NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(OC)c(F)c1,CHEMBL3979810,8.638272163982407
2629,CC(CO)Nc1ncc2ccc(C(=O)NC(c3ccc(Cl)c(F)c3)c3cnn(C)c3)cc2n1,CHEMBL3898796,8.602059991327963
2630,Cn1cc(C(NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL3890004,9.096910013008056
2631,O=C(N[C@@H](c1ccc(C(F)(F)F)c(F)c1)[C@@H]1CCCN1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3918026,8.67778070526608
2632,Cn1ccc(C(NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,CHEMBL3986554,8.301029995663981
2633,CC(C)Nc1ncc2ccc(C(=O)N[C@@H](c3ccc(C(F)(F)F)c(F)c3)[C@H]3CCCN3)cc2n1,CHEMBL4111412,8.638272163982407
2634,CC(CO)Nc1ncc2ccc(C(=O)NC(c3ccc(Cl)c(F)c3)c3ccn(C)n3)cc2n1,CHEMBL3975142,8.301029995663981
2635,O=C(N[C@@H](c1ccc(C(F)(F)F)c(F)c1)[C@H]1CCCN1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL4113502,8.744727494896694
2636,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@@H]1CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL4106550,8.173925197299173
2637,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@H]1CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3891064,8.173925197299173
2638,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@H]1CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3925301,8.267606240177031
2639,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@@H]1CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL4109538,8.193820026016112
2640,Cn1cc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL3906062,8.853871964321762
2641,Cn1cc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL4109284,7.411168274405793
2642,C[C@@H](CO)Nc1ncc2ccc(C(=O)N[C@H](c3ccc(Cl)c(F)c3)c3cnn(C)c3)cc2n1,CHEMBL4111450,7.245651664288981
2643,CC(CO)Nc1ncc2ccc(C(=O)N[C@@H](c3ccc(Cl)c(F)c3)c3cnn(C)c3)cc2n1,CHEMBL4112491,8.920818753952375
2644,CN1CCC[C@@H]1[C@@H](NC(=O)c1ccc2cnc(NC3CCOCC3)nc2c1)c1ccc(C(F)(F)F)c(F)c1,CHEMBL4108179,8.55284196865778
2645,CCn1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,CHEMBL4107209,7.892790030352131
2646,O=C(N[C@@H](c1ccc(Cl)c(F)c1)c1cc[nH]n1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3958447,8.619788758288394
2647,Cn1ccc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,CHEMBL3912619,8.698970004336019
2648,Cn1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,CHEMBL4107112,7.161150909262744
2649,Cn1ccc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,CHEMBL3964771,8.853871964321762
2650,O=C(N[C@@H](c1ccc(Cl)c(F)c1)[C@H]1CCCN1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL4112535,8.638272163982407
2651,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)[C@H]2CCCN2)cc1F,CHEMBL4111804,8.086186147616283
2652,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)[C@H]2CCCN2)cc1F,CHEMBL4114001,8.045757490560675
2653,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H](C)C4CC4)nc3c2)[C@H]2CCCN2)cc1F,CHEMBL4109647,8.698970004336019
2654,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@@H]4CCOC[C@@H]4F)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL3963891,7.801342913045577
2655,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@H]4CCOC[C@H]4F)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL4112774,8.602059991327963
2656,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@H]4CCOC[C@@H]4F)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL3912321,8.42021640338319
2657,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@@H]4CCOC[C@H]4F)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL4108506,8.67778070526608
2658,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)[C@H]2C[C@H](F)CN2)cc1F,CHEMBL3982835,8.769551078621726
2659,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3900450,8.958607314841775
2660,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3915594,8.823908740944319
2661,O=C(NC(c1ccc(Cl)c(F)c1)c1ncno1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3895015,8.443697499232712
2662,C[C@@H]1CC[C@H]([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)N1,CHEMBL4112844,8.698970004336019
2663,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3955181,8.795880017344075
2664,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL4111837,7.133122185662502
2665,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL4106841,7.184422251675732
2666,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,CHEMBL3946491,8.920818753952375
2667,C[C@H](Nc1ncc2ccc(C(=O)N[C@@H](c3ccc(Cl)c(F)c3)[C@@H]3CCCN3)cc2n1)C(F)(F)F,CHEMBL3896305,8.136677139879543
2668,Cn1cc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(OC(F)F)cc2)cn1,CHEMBL3920813,9.259637310505756
2669,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@H]4CCO[C@H](CO)C4)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL3952982,8.142667503568731
2670,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1Cl,CHEMBL3944233,9.0
2671,Cn1cc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(C#N)c(F)c2)cn1,CHEMBL4113621,7.657577319177793
2672,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4CCO[C@H](CO)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3938831,8.3767507096021
2673,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@@H]4CCO[C@H](CO)C4)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL4110007,8.853871964321762
2674,Cn1cc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(C#N)c(Cl)c2)cn1,CHEMBL3890923,8.958607314841775
2675,COc1ccc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1C#N,CHEMBL4110125,6.85078088734462
2676,Cn1cc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(C#N)c(Cl)c2)cn1,CHEMBL4110645,7.6020599913279625
2677,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)n2)cc1F,CHEMBL3960006,8.55284196865778
2678,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4CCOC[C@H]4F)nc3c2)c2cnn(C)c2)cc1F,CHEMBL4110870,8.585026652029182
2679,COc1ccc(C(NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)n2)cc1F,CHEMBL3964330,8.167491087293763
2680,COc1ccc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)n2)cc1F,CHEMBL4107147,7.508638306165727
2681,Cn1cc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(F)c(Cl)c2)cn1,CHEMBL3946009,8.568636235841012
2682,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1C#N,CHEMBL3956240,8.455931955649724
2683,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4CCO[C@H](COC(C)=O)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3951275,7.619788758288394
2684,COCCNc1ncc2c(F)cc(C(=O)N[C@@H](c3ccc(OC)c(F)c3)c3cnn(C)c3)cc2n1,CHEMBL3892334,7.698970004336019
2685,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NCCCF)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3919483,7.823908740944319
2686,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NCC4CC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3961015,8.221848749616356
2687,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@@H]4CCOC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL4111472,8.698970004336019
2688,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4CCOC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3945851,8.397940008672037
2689,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NCC4COC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3971997,8.397940008672037
2690,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4(C)COC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3947003,8.221848749616356
2691,Cn1cc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ccc(C#N)c(Cl)c2)cn1,CHEMBL3976284,9.221848749616356
2692,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1Cl,CHEMBL3952319,9.221848749616356
2693,COc1ccc(C(NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2cnn(CCO)c2)cc1F,CHEMBL3984339,8.301029995663981
2694,Cn1cc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cccc(F)c2)cn1,CHEMBL3970902,8.886056647693163
2695,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4CC[C@H](O)CC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3899752,8.920818753952375
2696,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@@H]4CCOC[C@@H]4F)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3977954,8.397940008672037
2697,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC(C)C(F)(F)F)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3945348,8.207608310501746
2698,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC(C)C(F)(F)F)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3945348,7.866461091629782
2699,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CS(=O)(=O)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3940016,7.277366077466188
2700,COc1ccc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL4112054,7.804100347590766
2701,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CSC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3968462,7.886056647693163
2702,Cn1cc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ccc(F)c(Cl)c2)cn1,CHEMBL3982745,6.804100347590766
2703,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CC(F)(F)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3954080,8.2518119729938
2704,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4C[C@@H](O)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3970751,8.3767507096021
2705,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4C[C@H](O)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3937700,8.42021640338319
2706,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CC(OC)C4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3920264,7.860120913598763
2707,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NCCC#N)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3955822,7.856985199745905
2708,Cn1cc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cccc(F)c2)cn1,CHEMBL3970902,8.920818753952375
2709,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4CC[C@H](O)CC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3899752,8.920818753952375
2710,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)nc1,CHEMBL4115102,6.815308569182402
2711,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@@H]4CCOC[C@@H]4F)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3977954,8.366531544420413
2712,COc1ccc([C@H](NC(=O)c2ccc3cnc(Nc4ccnn4C)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3964791,8.67778070526608
2713,COc1ccc([C@H](NC(=O)c2ccc3cnc(Nc4ccnc(C)c4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3975792,8.318758762624412
2714,COc1ccc([C@H](NC(=O)c2ccc3cnc(Nc4cc(C)nn4C)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3907361,8.67778070526608
2715,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(Nc4cn(C)nc4C)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3903954,8.167491087293763
2716,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4CC[C@@H](O)CC4)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3914384,8.013228265733755
2717,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@@H](C)CO)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3942385,8.638272163982407
2718,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1,CHEMBL3976794,8.154901959985743
2719,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(Nc4ccnn4C)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3969925,7.966576244513051
2720,Cc1cc(Nc2ncc3ccc(C(=O)N[C@@H](c4ccc(Cl)c(F)c4)c4cnn(C)c4)cc3n2)n(C)n1,CHEMBL3899974,7.835647144215563
2721,Cn1cc([C@@H](NC(=O)c2ccc3cnc(Nc4ccnn4C)nc3c2)c2ccc(Cl)c(F)c2)cn1,CHEMBL3927960,8.508638306165727
2722,C[C@@H](CO)Nc1ncc2c(F)cc(C(=O)N[C@@H](c3cccc(F)c3)c3cnn(C)c3)cc2n1,CHEMBL3905399,8.2518119729938
2723,COc1ccc([C@H](NC(=O)c2ccc3cnc(Nc4cn(C)nc4C)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3936962,6.017728766960431
2724,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccnn2C)cc1F,CHEMBL3906653,8.522878745280337
2725,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ccnn2C)cc1F,CHEMBL3983706,8.657577319177793
2726,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4C[C@H]5C[C@@H]4CO5)nc3c2)c2cnn(C)c2)cc1F,CHEMBL4115281,6.0
2727,COCC(C)Nc1ncc2ccc(C(=O)N[C@@H](c3ccc(OC)c(F)c3)c3cnn(C)c3)cc2n1,CHEMBL3903396,7.823908740944319
2728,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4C[C@H](F)C4)nc3c2)c2cnn(OC)c2)cc1F,CHEMBL3940403,8.346787486224656
2729,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(N[C@H]4C[C@@H](F)C4)nc3c2)c2cnn(OC)c2)cc1F,CHEMBL3908901,8.42021640338319
2730,COc1ccc(C(NC(=O)c2cc(F)c3cnc(NC4CC5CC4CO5)nc3c2)c2cnn(C)c2)cc1F,CHEMBL3939225,6.0
2731,COc1ccnc(C(NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)c1,CHEMBL3917843,7.214670164989233
2732,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4CCOC[C@H]4F)nc3c2)c2ccnn2C)cc1F,CHEMBL4115373,8.42021640338319
2733,COc1ccc([C@H](NC(=O)c2ccc3cnc(N[C@H]4CCOC[C@@H]4F)nc3c2)c2ccnn2C)cc1F,CHEMBL3979797,8.443697499232712
2734,COc1ccc([C@H](NC(=O)c2ccc3cnc(Nc4ccnn4C)nc3c2)c2ccnn2C)cc1F,CHEMBL3899294,8.537602002101044
2735,Cn1nccc1[C@@H](NC(=O)c1ccc2cnc(NC3CCOCC3)nc2c1)c1ccc(Cl)c(F)c1,CHEMBL3895644,6.82102305270683
2736,Cn1nccc1[C@@H](NC(=O)c1ccc2cnc(NC3CCOCC3)nc2c1)c1ccc(C#N)c(Cl)c1,CHEMBL3923797,7.585026652029182
2737,Cn1cc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(C(F)(F)F)c(F)c2)cn1,CHEMBL3954924,8.2839966563652
